layer,label_idx,label,family,prec,recall,f1,auprc,mcc,bal_acc
3,195,in-front-of orange_juice_1 cream_cheese_1,in-front-of,1.0,0.07407407407407407,0.13793103448275862,1.0,0.21151665789501983,0.537037037037037
3,197,in-front-of orange_juice_1 milk_1,in-front-of,0.8586632609621115,0.9990094105993066,0.9235347985347986,0.9976039058786136,0.8153277973882335,0.8878705425558739
3,198,in-front-of orange_juice_1 salad_dressing_1,in-front-of,1.0,0.8716861081654295,0.9314447592067989,0.9999561333630294,0.8864509084786446,0.9358430540827147
3,199,in-front-of orange_juice_1 tomato_sauce_1,in-front-of,0.0,0.0,0.0,0.8799748166055064,0.0,0.5
3,200,in-front-of salad_dressing_1 alphabet_soup_1,in-front-of,0.5700018494544109,1.0,0.7261161503121687,0.852683704007293,0.2965061397859478,0.5771189523463077
3,201,in-front-of salad_dressing_1 basket_1,in-front-of,0.0,0.0,0.0,0.9194365701163839,0.0,0.5
3,202,in-front-of salad_dressing_1 bbq_sauce_1,in-front-of,0.9440069991251093,0.9159592529711376,0.9297716501507971,0.9523029424999556,0.8541320819577093,0.9276046858116248
3,203,in-front-of salad_dressing_1 butter_1,in-front-of,0.9471218206157965,0.9992937853107344,0.9725085910652921,0.9991550437890518,0.9306176658440752,0.9577592998663959
3,204,in-front-of salad_dressing_1 chocolate_pudding_1,in-front-of,0.7161348585189645,1.0,0.8345904227328539,0.9972241049983881,0.0,0.5
3,205,in-front-of salad_dressing_1 cream_cheese_1,in-front-of,0.9791464597478177,0.7511160714285714,0.8501052631578947,0.9797418008203548,0.7289131402389927,0.8649981142997474
3,206,in-front-of salad_dressing_1 ketchup_1,in-front-of,0.0,0.0,0.0,0.9634980895599672,0.0,0.5
3,208,in-front-of salad_dressing_1 orange_juice_1,in-front-of,0.9014657980456026,1.0,0.9481798715203427,0.9999651735154041,0.8864509084786446,0.9358430540827147
3,209,in-front-of salad_dressing_1 tomato_sauce_1,in-front-of,0.9878318584070797,0.9977653631284916,0.9927737632017788,0.9999130262168652,0.9882020707580147,0.9949985007732853
3,210,in-front-of tomato_sauce_1 alphabet_soup_1,in-front-of,0.7643496577145866,1.0,0.8664378450977466,0.9867662355425362,0.0,0.5
3,211,in-front-of tomato_sauce_1 basket_1,in-front-of,1.0,0.3406560337044839,0.5081930415263749,0.9299664853674737,0.46102556657671817,0.670328016852242
3,212,in-front-of tomato_sauce_1 bbq_sauce_1,in-front-of,1.0,0.9968944099378882,0.9984447900466563,1.0,0.9971359868871417,0.9984472049689441
3,213,in-front-of tomato_sauce_1 butter_1,in-front-of,0.8705295259218186,0.9367541766109785,0.9024285098433683,0.9387623568588999,0.7742889028994437,0.8822465091833941
3,214,in-front-of tomato_sauce_1 chocolate_pudding_1,in-front-of,0.0,0.0,0.0,0.9866695601184741,0.0,0.5
3,215,in-front-of tomato_sauce_1 cream_cheese_1,in-front-of,0.0,0.0,0.0,0.9489410851625023,0.0,0.5
3,216,in-front-of tomato_sauce_1 ketchup_1,in-front-of,0.9853068280034573,0.9991235758106923,0.9921671018276762,0.9999735049682815,0.9821470896964551,0.9900645812014355
3,217,in-front-of tomato_sauce_1 milk_1,in-front-of,0.9969527679024885,0.8002445984508765,0.8878335594753505,0.9777805927103185,0.8332783347626121,0.8992305037438687
3,218,in-front-of tomato_sauce_1 orange_juice_1,in-front-of,0.575054704595186,1.0,0.7302028341205891,0.9672687081685506,0.14809206313928033,0.5190688459633482
3,219,in-front-of tomato_sauce_1 salad_dressing_1,in-front-of,0.997169143665959,0.9950564971751412,0.9961117002474372,0.9999577710045242,0.989980447599979,0.9952936117160622
3,220,inside alphabet_soup_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.045325691554458016,0.0,0.5
3,221,inside bbq_sauce_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.02150769565881603,0.0,0.5
3,222,inside butter_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.38351581337104235,0.0,0.5
3,223,inside chocolate_pudding_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.32296878801593887,0.0,0.5
3,225,inside ketchup_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.06911313553012385,0.0,0.5
3,226,inside milk_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.19782591413539075,0.0,0.5
3,227,inside orange_juice_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.0660963558678359,0.0,0.5
3,228,inside salad_dressing_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.1263949536177133,0.0,0.5
3,229,inside tomato_sauce_1 basket_1_contain_region,inside,0.0,0.0,0.0,0.027127582943716713,0.0,0.5
3,230,left-of alphabet_soup_1 basket_1,left-of,0.9297622301175185,1.0,0.9636028891091913,0.9883586665389701,0.0,0.5
3,231,left-of alphabet_soup_1 bbq_sauce_1,left-of,0.7136363636363636,1.0,0.8328912466843501,0.9929006237596603,0.0,0.5
3,232,left-of alphabet_soup_1 butter_1,left-of,0.7667929727867723,1.0,0.8680054591538312,0.9928047264869511,0.0,0.5
3,233,left-of alphabet_soup_1 chocolate_pudding_1,left-of,0.0,0.0,0.0,0.9345294997095326,0.0,0.5
3,234,left-of alphabet_soup_1 cream_cheese_1,left-of,0.5540475036354823,1.0,0.7130380536494073,0.957913771129691,0.06619211815695085,0.5039539899352984
3,235,left-of alphabet_soup_1 ketchup_1,left-of,0.0,0.0,0.0,0.5239570212626082,0.0,0.5
3,236,left-of alphabet_soup_1 milk_1,left-of,0.532091516501316,1.0,0.6945949517642395,0.9934767620095409,0.0,0.5
3,237,left-of alphabet_soup_1 orange_juice_1,left-of,0.6759090909090909,1.0,0.8066178464876593,1.0,0.49047677136678974,0.6779584462511292
3,238,left-of alphabet_soup_1 salad_dressing_1,left-of,0.5697135997256045,1.0,0.7258822244072981,0.9477699937036329,0.0,0.5
3,239,left-of alphabet_soup_1 tomato_sauce_1,left-of,0.0,0.0,0.0,0.9682365396214719,0.0,0.5
3,250,left-of bbq_sauce_1 alphabet_soup_1,left-of,0.0,0.0,0.0,0.9332198417663993,0.0,0.5
3,251,left-of bbq_sauce_1 basket_1,left-of,0.9683409436834094,1.0,0.9839158676152181,0.9877627720376424,0.0,0.5
3,252,left-of bbq_sauce_1 butter_1,left-of,1.0,0.5832137733142038,0.7367467149977345,0.9726847686188187,0.6570691242006371,0.7916068866571019
3,253,left-of bbq_sauce_1 chocolate_pudding_1,left-of,0.9772727272727273,0.4621668099742046,0.6275539988324577,0.950306494810301,0.5590707356409561,0.7270550453351525
3,254,left-of bbq_sauce_1 cream_cheese_1,left-of,0.795676429567643,1.0,0.8862135922330097,0.999007689878226,0.7825571012916658,0.8848270440251572
3,255,left-of bbq_sauce_1 ketchup_1,left-of,1.0,0.08167675021607605,0.15101877746703954,0.8825053503590824,0.2227655058210956,0.540838375108038
3,257,left-of bbq_sauce_1 orange_juice_1,left-of,0.0,0.0,0.0,0.9598507867232201,0.0,0.5
3,258,left-of bbq_sauce_1 salad_dressing_1,left-of,0.9172313649564375,0.9093090211132437,0.9132530120481928,0.9592397100072904,0.8379063069093649,0.918715040190922
3,259,left-of bbq_sauce_1 tomato_sauce_1,left-of,0.0,0.0,0.0,0.9647280999682482,0.0,0.5
3,260,left-of butter_1 alphabet_soup_1,left-of,0.0,0.0,0.0,0.9695030749446188,0.0,0.5
3,261,left-of butter_1 basket_1,left-of,0.9517556380245504,1.0,0.9752815562381162,0.9994590285331106,0.0,0.5
3,262,left-of butter_1 bbq_sauce_1,left-of,0.0,0.0,0.0,0.8941773707202113,0.0,0.5
3,263,left-of butter_1 chocolate_pudding_1,left-of,0.8825966850828729,0.9274310595065312,0.9044585987261147,0.9685313656279749,0.8035499427962801,0.9010927399693756
3,264,left-of butter_1 cream_cheese_1,left-of,0.7014661274014156,1.0,0.8245431585202793,0.9958070092405275,0.0,0.5
3,265,left-of butter_1 ketchup_1,left-of,0.7423224568138196,1.0,0.8521068576149821,0.9773950344852997,0.0,0.5
3,266,left-of butter_1 milk_1,left-of,0.0,0.0,0.0,0.7375125242368472,0.0,0.5
3,267,left-of butter_1 orange_juice_1,left-of,0.8916967509025271,0.7367636092468307,0.8068599428338097,0.9316158551630779,0.6681921844327976,0.827116330070458
3,268,left-of butter_1 salad_dressing_1,left-of,0.9988452655889145,0.9172852598091198,0.9563294637921503,0.9983508231027418,0.9314693035128346,0.958289522559927
3,269,left-of butter_1 tomato_sauce_1,left-of,0.8107198342827551,0.916300848697688,0.8602830059074049,0.9519862546611522,0.6600925518467974,0.8200173933586702
3,270,left-of chocolate_pudding_1 alphabet_soup_1,left-of,0.7692307692307693,1.0,0.8695652173913043,0.9895530136618532,0.0,0.5
3,271,left-of chocolate_pudding_1 basket_1,left-of,0.9460043196544277,1.0,0.9722530521642619,0.9997871504402279,0.0,0.5
3,272,left-of chocolate_pudding_1 bbq_sauce_1,left-of,0.8104485776805251,0.9689339437540876,0.8826333035448317,0.9778557770875893,0.7156366240202445,0.8383261030453273
3,273,left-of chocolate_pudding_1 butter_1,left-of,0.0,0.0,0.0,0.7953599012984113,0.0,0.5
3,274,left-of chocolate_pudding_1 cream_cheese_1,left-of,0.9976415094339622,0.9976415094339622,0.9976415094339622,0.9999839198107325,0.9947925065849594,0.9973962532924797
3,275,left-of chocolate_pudding_1 ketchup_1,left-of,0.9991289198606271,0.928744939271255,0.9626521191775074,0.9922267667966128,0.9228129454692543,0.9638707134891147
3,276,left-of chocolate_pudding_1 milk_1,left-of,0.0,0.0,0.0,0.9406762366130482,0.0,0.5
3,277,left-of chocolate_pudding_1 orange_juice_1,left-of,0.5989994227438907,1.0,0.7492178098676293,0.9646529719281359,0.06093764449641827,0.503099666189795
3,278,left-of chocolate_pudding_1 salad_dressing_1,left-of,0.0,0.0,0.0,0.9774394675803074,0.0,0.5
3,279,left-of chocolate_pudding_1 tomato_sauce_1,left-of,0.8113924050632911,1.0,0.8958770090845563,0.9959676370208898,0.0,0.5
3,280,left-of cream_cheese_1 alphabet_soup_1,left-of,0.0,0.0,0.0,0.9293963265343009,0.0,0.5
3,281,left-of cream_cheese_1 basket_1,left-of,0.9650330396475771,1.0,0.9822054084349167,0.9978841909037323,0.0,0.5
3,282,left-of cream_cheese_1 bbq_sauce_1,left-of,0.0,0.0,0.0,0.6632146171913236,0.0,0.5
3,283,left-of cream_cheese_1 butter_1,left-of,0.0,0.0,0.0,0.9664690732821011,0.0,0.5
3,285,left-of cream_cheese_1 ketchup_1,left-of,1.0,0.3943217665615142,0.5656108597285068,0.9375753408114416,0.5032197501621134,0.6971608832807571
3,286,left-of cream_cheese_1 milk_1,left-of,0.9439163498098859,0.4142678347934919,0.5758190779936213,0.8981948881611055,0.5123163283770757,0.6989280759502925
3,287,left-of cream_cheese_1 orange_juice_1,left-of,1.0,0.04368471035137702,0.08371246587807098,1.0,0.16138827882066503,0.5218423551756886
3,288,left-of cream_cheese_1 salad_dressing_1,left-of,0.0,0.0,0.0,0.8870059726950384,0.0,0.5
3,289,left-of cream_cheese_1 tomato_sauce_1,left-of,1.0,0.17607802874743325,0.2994325621999127,0.9467877520996757,0.3367318124909401,0.5880390143737166
3,290,left-of ketchup_1 alphabet_soup_1,left-of,1.0,0.9641101278269419,0.9817271589486859,0.9916506804048496,0.9671765119139439,0.982055063913471
3,291,left-of ketchup_1 basket_1,left-of,0.9615325434682259,1.0,0.9803890806401004,0.9914781384453184,0.0,0.5
3,292,left-of ketchup_1 bbq_sauce_1,left-of,0.6021706586826348,1.0,0.7516935295491708,0.9210800141979221,0.25615996159662097,0.5544844928751048
3,293,left-of ketchup_1 butter_1,left-of,0.0,0.0,0.0,0.8812717602720329,0.0,0.5
3,294,left-of ketchup_1 chocolate_pudding_1,left-of,0.0,0.0,0.0,0.8623319999121213,0.0,0.5
3,295,left-of ketchup_1 cream_cheese_1,left-of,0.0,0.0,0.0,0.9896387598049683,0.0,0.5
3,296,left-of ketchup_1 milk_1,left-of,0.7942043222003929,1.0,0.8852997536271557,0.9858805638136465,0.0,0.5
3,297,left-of ketchup_1 orange_juice_1,left-of,0.8270134753995613,1.0,0.9053173241852487,0.9882485973710986,0.0,0.5
3,298,left-of ketchup_1 salad_dressing_1,left-of,0.6147233854970244,0.9982104509663565,0.7608784613286046,0.9228158153766399,0.43887357505608227,0.6582315905377805
3,299,left-of ketchup_1 tomato_sauce_1,left-of,0.9988597491448119,0.9787709497206704,0.9887133182844243,0.9999584716382818,0.980177750546678,0.9889472627656813
3,300,left-of milk_1 alphabet_soup_1,left-of,0.0,0.0,0.0,0.8029399609448399,0.0,0.5
3,301,left-of milk_1 basket_1,left-of,0.9668008048289738,1.0,0.9831202046035805,0.9973590829319787,0.0,0.5
3,302,left-of milk_1 bbq_sauce_1,left-of,1.0,0.2608695652173913,0.41379310344827586,0.9999133747062707,0.4005738295808114,0.6304347826086957
3,303,left-of milk_1 butter_1,left-of,1.0,0.19404861693210393,0.325026325026325,0.9951863296329132,0.33220882433980325,0.5970243084660519
3,304,left-of milk_1 chocolate_pudding_1,left-of,0.804358593363051,1.0,0.8915728794949218,0.9959963149603801,0.0,0.5
3,305,left-of milk_1 cream_cheese_1,left-of,0.7687074829931972,0.9707903780068728,0.8580106302201974,0.9544350054147933,0.6295514829210463,0.7813951890034364
3,306,left-of milk_1 ketchup_1,left-of,0.0,0.0,0.0,0.8037917529713333,0.0,0.5
3,307,left-of milk_1 orange_juice_1,left-of,0.0,0.0,0.0,0.9244061275659574,0.0,0.5
3,308,left-of milk_1 salad_dressing_1,left-of,0.8458864426419467,1.0,0.9165097300690521,0.9981601568491009,0.0,0.5
3,309,left-of milk_1 tomato_sauce_1,left-of,0.9749087591240876,0.6875804375804376,0.8064150943396227,0.9694631912828431,0.6868744568733324,0.833638871429569
3,311,left-of orange_juice_1 basket_1,left-of,0.9529640137374944,1.0,0.9759155898769019,0.9949123174119505,0.0,0.5
3,312,left-of orange_juice_1 bbq_sauce_1,left-of,0.9732394366197183,1.0,0.9864382583868665,0.9999948817350144,0.972944049683177,0.9863243761996161
3,313,left-of orange_juice_1 butter_1,left-of,0.801829268292683,0.9199020636586219,0.856817071184232,0.9710401154093735,0.6922164091606517,0.8409470040006768
3,314,left-of orange_juice_1 chocolate_pudding_1,left-of,0.0,0.0,0.0,0.8987238249639433,0.0,0.5
3,315,left-of orange_juice_1 cream_cheese_1,left-of,0.0,0.0,0.0,0.7623090140115354,0.0,0.5
3,316,left-of orange_juice_1 ketchup_1,left-of,0.0,0.0,0.0,0.5583847949222835,0.0,0.5
3,317,left-of orange_juice_1 milk_1,left-of,0.8320158102766798,0.947664603263928,0.8860826098395159,0.9727933819069514,0.7600862250462087,0.8755095717302868
3,318,left-of orange_juice_1 salad_dressing_1,left-of,0.9014657980456026,1.0,0.9481798715203427,0.9999643560123426,0.8864509084786446,0.9358430540827147
3,319,left-of orange_juice_1 tomato_sauce_1,left-of,0.0,0.0,0.0,0.9934052873305602,0.0,0.5
3,320,left-of salad_dressing_1 alphabet_soup_1,left-of,0.0,0.0,0.0,0.9159449579610587,0.0,0.5
3,321,left-of salad_dressing_1 basket_1,left-of,0.9574844995571302,1.0,0.9782805429864253,0.9950463480092392,0.0,0.5
3,322,left-of salad_dressing_1 bbq_sauce_1,left-of,0.0,0.0,0.0,0.9709744077947049,0.0,0.5
3,324,left-of salad_dressing_1 chocolate_pudding_1,left-of,1.0,0.4297159504734159,0.6011207335710647,0.9679830814450633,0.5536767783795852,0.7148579752367079
3,325,left-of salad_dressing_1 cream_cheese_1,left-of,0.9795918367346939,0.75,0.8495575221238938,0.9794976577813502,0.7284494861070583,0.8646856581532416
3,326,left-of salad_dressing_1 ketchup_1,left-of,0.9968253968253968,0.24960254372019078,0.39923712650985377,0.9180682552017906,0.3856392003423301,0.6244494069762108
3,327,left-of salad_dressing_1 milk_1,left-of,0.0,0.0,0.0,0.9156832850824521,0.0,0.5
3,328,left-of salad_dressing_1 orange_juice_1,left-of,0.0,0.0,0.0,0.9504094219211454,0.0,0.5
3,329,left-of salad_dressing_1 tomato_sauce_1,left-of,0.9978753541076487,0.9950564971751412,0.9964639321074965,0.9999707166724996,0.9908964040299141,0.9958522709339392
3,330,left-of tomato_sauce_1 alphabet_soup_1,left-of,0.0,0.0,0.0,0.9154421923011962,0.0,0.5
3,331,left-of tomato_sauce_1 basket_1,left-of,0.9577464788732394,1.0,0.9784172661870504,0.9871324884546866,0.0,0.5
3,332,left-of tomato_sauce_1 bbq_sauce_1,left-of,0.9965065502183406,1.0,0.9982502187226596,1.0,0.9961828291530748,0.9979296066252588
3,333,left-of tomato_sauce_1 butter_1,left-of,0.8874745417515275,0.6851415094339622,0.7732919254658385,0.9283984329348122,0.6562750691493909,0.8111697885334063
3,334,left-of tomato_sauce_1 chocolate_pudding_1,left-of,0.0,0.0,0.0,0.9105446785781983,0.0,0.5
3,335,left-of tomato_sauce_1 cream_cheese_1,left-of,0.0,0.0,0.0,0.9913511935490752,0.0,0.5
3,337,left-of tomato_sauce_1 milk_1,left-of,0.8015075376884422,0.9604817463304479,0.8738229755178908,0.9649236932779989,0.7610551929894029,0.880240873165224
3,338,left-of tomato_sauce_1 orange_juice_1,left-of,0.6101694915254238,1.0,0.7578947368421053,0.9718430270390789,0.32055056271728416,0.5842000990589401
3,339,left-of tomato_sauce_1 salad_dressing_1,left-of,0.0,0.0,0.0,0.9449155595097983,0.0,0.5
3,340,on-floor alphabet_soup_1,on-floor,0.926072697458322,1.0,0.9616175948918056,0.9770437115262249,0.0,0.5
3,342,on-floor bbq_sauce_1,on-floor,0.963165905631659,1.0,0.9812374011474647,0.9728330541125996,0.0,0.5
3,343,on-floor butter_1,on-floor,0.922495004282044,1.0,0.959685203058876,0.9971062349885191,0.0,0.5
3,344,on-floor chocolate_pudding_1,on-floor,0.9207034865782165,1.0,0.958714859437751,0.9937908216726459,0.0,0.5
3,345,on-floor cream_cheese_1,on-floor,0.9688876651982379,1.0,0.9841980142637393,0.9724162146119837,0.0,0.5
3,346,on-floor ketchup_1,on-floor,0.9324511463302046,1.0,0.9650449876582531,0.9619620399963311,0.0,0.5
3,347,on-floor milk_1,on-floor,0.9439494107502155,1.0,0.9711666420227709,0.9892403442986089,0.0,0.5
3,348,on-floor orange_juice_1,on-floor,0.9372853516499925,1.0,0.9676275628179436,0.9901437513663114,0.0,0.5
3,349,on-floor salad_dressing_1,on-floor,0.9403602007676409,1.0,0.9692635423006695,0.9712205194346841,0.0,0.5
3,350,on-floor tomato_sauce_1,on-floor,0.9499856280540385,1.0,0.9743514150943396,0.9598426311065451,0.0,0.5
3,352,right-of alphabet_soup_1 bbq_sauce_1,right-of,0.0,0.0,0.0,0.9370431381054728,0.0,0.5
3,353,right-of alphabet_soup_1 butter_1,right-of,0.0,0.0,0.0,0.9587896330854092,0.0,0.5
3,354,right-of alphabet_soup_1 chocolate_pudding_1,right-of,0.7692307692307693,1.0,0.8695652173913043,0.9895788448601401,0.0,0.5
3,355,right-of alphabet_soup_1 cream_cheese_1,right-of,0.0,0.0,0.0,0.9247258553231112,0.0,0.5
3,356,right-of alphabet_soup_1 ketchup_1,right-of,1.0,0.9641101278269419,0.9817271589486859,0.9916743067118784,0.9671765119139439,0.982055063913471
3,357,right-of alphabet_soup_1 milk_1,right-of,0.0,0.0,0.0,0.8315214956484778,0.0,0.5
3,359,right-of alphabet_soup_1 salad_dressing_1,right-of,0.0,0.0,0.0,0.9167725167222964,0.0,0.5
3,360,right-of alphabet_soup_1 tomato_sauce_1,right-of,0.0,0.0,0.0,0.9144375966755969,0.0,0.5
3,361,right-of basket_1 alphabet_soup_1,right-of,0.9297622301175185,1.0,0.9636028891091913,0.9882727090452705,0.0,0.5
3,362,right-of basket_1 bbq_sauce_1,right-of,0.9683409436834094,1.0,0.9839158676152181,0.9887459298277963,0.0,0.5
3,363,right-of basket_1 butter_1,right-of,0.9517556380245504,1.0,0.9752815562381162,0.9993688134811229,0.0,0.5
3,364,right-of basket_1 chocolate_pudding_1,right-of,0.9460043196544277,1.0,0.9722530521642619,0.9997902982368818,0.0,0.5
3,365,right-of basket_1 cream_cheese_1,right-of,0.9650330396475771,1.0,0.9822054084349167,0.9977964188783368,0.0,0.5
3,366,right-of basket_1 ketchup_1,right-of,0.9615325434682259,1.0,0.9803890806401004,0.9922452871818895,0.0,0.5
3,367,right-of basket_1 milk_1,right-of,0.9668008048289738,1.0,0.9831202046035805,0.9975443751781956,0.0,0.5
3,368,right-of basket_1 orange_juice_1,right-of,0.9529640137374944,1.0,0.9759155898769019,0.9937418345375226,0.0,0.5
3,369,right-of basket_1 salad_dressing_1,right-of,0.9574844995571302,1.0,0.9782805429864253,0.9948914152591563,0.0,0.5
3,370,right-of basket_1 tomato_sauce_1,right-of,0.9577464788732394,1.0,0.9784172661870504,0.985245158142273,0.0,0.5
3,371,right-of bbq_sauce_1 alphabet_soup_1,right-of,0.7136363636363636,1.0,0.8328912466843501,0.9915547014827184,0.0,0.5
3,373,right-of bbq_sauce_1 butter_1,right-of,0.0,0.0,0.0,0.896265038041876,0.0,0.5
3,374,right-of bbq_sauce_1 chocolate_pudding_1,right-of,0.7685992816829144,0.9797253106605625,0.8614146060954572,0.976303311302359,0.6605667973789582,0.7996475562159835
3,375,right-of bbq_sauce_1 cream_cheese_1,right-of,0.0,0.0,0.0,0.6624939463380574,0.0,0.5
3,376,right-of bbq_sauce_1 ketchup_1,right-of,0.6060263653483993,1.0,0.7546904315196998,0.923389634069116,0.27326512232594036,0.5616093880972338
3,377,right-of bbq_sauce_1 milk_1,right-of,1.0,0.33540372670807456,0.5023255813953489,0.9998817503774805,0.4632880439328226,0.6677018633540373
3,378,right-of bbq_sauce_1 orange_juice_1,right-of,0.9718706047819972,1.0,0.985734664764622,0.9999939484404141,0.97153985263525,0.9856046065259116
3,379,right-of bbq_sauce_1 salad_dressing_1,right-of,0.0,0.0,0.0,0.9772395859435522,0.0,0.5
3,380,right-of bbq_sauce_1 tomato_sauce_1,right-of,0.9982502187226596,1.0,0.999124343257443,1.0,0.9980898998003548,0.9989648033126294
3,381,right-of butter_1 alphabet_soup_1,right-of,0.7667929727867723,1.0,0.8680054591538312,0.9937329076187567,0.0,0.5
3,383,right-of butter_1 bbq_sauce_1,right-of,1.0,0.4784791965566714,0.6472586123241145,0.9724445664556641,0.5766332419474081,0.7392395982783357
3,384,right-of butter_1 chocolate_pudding_1,right-of,0.0,0.0,0.0,0.8062480455986769,0.0,0.5
3,385,right-of butter_1 cream_cheese_1,right-of,0.0,0.0,0.0,0.9663478405171575,0.0,0.5
3,386,right-of butter_1 ketchup_1,right-of,0.0,0.0,0.0,0.8800564858214404,0.0,0.5
3,387,right-of butter_1 milk_1,right-of,1.0,0.037720033528918694,0.07269789983844911,0.9947321995188809,0.1407010041329435,0.5188600167644594
3,388,right-of butter_1 orange_juice_1,right-of,0.8572368421052632,0.9115075201119273,0.8835395829801661,0.9722195636286609,0.7553013847522837,0.8762956860903832
3,390,right-of butter_1 tomato_sauce_1,right-of,0.8920716112531969,0.6855345911949685,0.7752833963102912,0.9292221748187719,0.660478278670561,0.8127871876122612
3,391,right-of chocolate_pudding_1 alphabet_soup_1,right-of,0.0,0.0,0.0,0.9328254620435563,0.0,0.5
3,393,right-of chocolate_pudding_1 bbq_sauce_1,right-of,0.9771428571428571,0.4411006018916595,0.6078199052132701,0.9478251995178077,0.5429609649563507,0.716683075679958
3,394,right-of chocolate_pudding_1 butter_1,right-of,0.8843850760018425,0.9288824383164006,0.9060877772534214,0.9683439066593325,0.8069486809543478,0.9028007476454302
3,396,right-of chocolate_pudding_1 ketchup_1,right-of,0.0,0.0,0.0,0.8594240786329465,0.0,0.5
3,397,right-of chocolate_pudding_1 milk_1,right-of,0.804358593363051,1.0,0.8915728794949218,0.9957103726091266,0.0,0.5
3,398,right-of chocolate_pudding_1 orange_juice_1,right-of,0.0,0.0,0.0,0.8974136918131778,0.0,0.5
3,399,right-of chocolate_pudding_1 salad_dressing_1,right-of,1.0,0.4675892206846322,0.6372208436724566,0.9687676140556427,0.583137227876256,0.7337946103423161
3,400,right-of chocolate_pudding_1 tomato_sauce_1,right-of,0.0,0.0,0.0,0.9033868007648364,0.0,0.5
3,401,right-of cream_cheese_1 alphabet_soup_1,right-of,0.5520850104653034,1.0,0.7114107883817428,0.9536740905444228,0.0,0.5
3,403,right-of cream_cheese_1 bbq_sauce_1,right-of,0.795676429567643,1.0,0.8862135922330097,0.9989121111936028,0.7825571012916658,0.8848270440251572
3,404,right-of cream_cheese_1 butter_1,right-of,0.7014661274014156,1.0,0.8245431585202793,0.9957357901722417,0.0,0.5
3,405,right-of cream_cheese_1 chocolate_pudding_1,right-of,0.997643362136685,0.9984276729559748,0.9980353634577603,0.9999863944721425,0.9956604424214197,0.997789335053486
3,406,right-of cream_cheese_1 ketchup_1,right-of,0.0,0.0,0.0,0.985865403054278,0.0,0.5
3,407,right-of cream_cheese_1 milk_1,right-of,0.7685500340367597,0.9699312714776632,0.8575769084694265,0.9552571853405198,0.6282090152985701,0.7809656357388316
3,408,right-of cream_cheese_1 orange_juice_1,right-of,0.0,0.0,0.0,0.7658325192881851,0.0,0.5
3,409,right-of cream_cheese_1 salad_dressing_1,right-of,0.977767265846736,0.7689732142857143,0.8608912952936276,0.9794390371827176,0.7428563189849791,0.872944367457199
3,410,right-of cream_cheese_1 tomato_sauce_1,right-of,0.0,0.0,0.0,0.9912338602168693,0.0,0.5
3,411,right-of ketchup_1 alphabet_soup_1,right-of,0.0,0.0,0.0,0.5112687870729206,0.0,0.5
3,413,right-of ketchup_1 bbq_sauce_1,right-of,1.0,0.09204840103716508,0.16857934309457856,0.8826461206058419,0.23701258526611332,0.5460242005185826
3,414,right-of ketchup_1 butter_1,right-of,0.7423224568138196,1.0,0.8521068576149821,0.9769741927525202,0.0,0.5
3,415,right-of ketchup_1 chocolate_pudding_1,right-of,0.9995640802092415,0.9283400809716599,0.9626364399664148,0.9919723757417723,0.9228857718136125,0.9639191624125736
3,416,right-of ketchup_1 cream_cheese_1,right-of,1.0,0.38359621451104103,0.5544915640674875,0.9392322200451035,0.49476379609553145,0.6917981072555205
3,417,right-of ketchup_1 milk_1,right-of,0.0,0.0,0.0,0.8031405659563671,0.0,0.5
3,418,right-of ketchup_1 orange_juice_1,right-of,0.0,0.0,0.0,0.5148737547910536,0.0,0.5
3,419,right-of ketchup_1 salad_dressing_1,right-of,0.9968847352024922,0.2543720190779014,0.4053198226725776,0.9199225789289505,0.38983346943854386,0.626834144655066
3,421,right-of milk_1 alphabet_soup_1,right-of,0.532091516501316,1.0,0.6945949517642395,0.9924301310449586,0.0,0.5
3,424,right-of milk_1 butter_1,right-of,0.0,0.0,0.0,0.7817048178621965,0.0,0.5
3,425,right-of milk_1 chocolate_pudding_1,right-of,0.0,0.0,0.0,0.9387990501758736,0.0,0.5
3,426,right-of milk_1 cream_cheese_1,right-of,0.9504249291784702,0.27993324989570295,0.4324846922333226,0.8940564656358225,0.4105810208434755,0.6350987529033452
3,427,right-of milk_1 ketchup_1,right-of,0.7942043222003929,1.0,0.8852997536271557,0.9866272782639642,0.0,0.5
3,428,right-of milk_1 orange_juice_1,right-of,0.8328387734915925,0.947664603263928,0.8865490918662806,0.97310431057018,0.7611199194001298,0.8760879407297084
3,429,right-of milk_1 salad_dressing_1,right-of,0.0,0.0,0.0,0.9292159307820018,0.0,0.5
3,430,right-of milk_1 tomato_sauce_1,right-of,0.7867197062423501,0.9676326684230335,0.8678481012658228,0.9643040132844876,0.7500161798247984,0.8735315240849345
3,431,right-of orange_juice_1 alphabet_soup_1,right-of,0.6887447892542844,1.0,0.8156884256719693,1.0,0.5202354960853641,0.6964769647696477
3,433,right-of orange_juice_1 bbq_sauce_1,right-of,0.0,0.0,0.0,0.9566821227194733,0.0,0.5
